"label,review"
"negative,apa komentar mas bud tentang pemilu tertutup dan terbuka"
"negative,mk akan cari orang diduga bocorkan informasi putusan sistem pemilu warganet justru bahaya kalo gak bocor"
"negative,kalo yg disurpe beliau capres taat beragama tp ngaku suka porno layakkah kita puja puji"
"negative,jokowi akui tak netral di pilpres"
"negative,pak prabowo aja ngga bilang akan ada kecurangan padahal beliau juga maju jadi capres"
"negative,sebut bakal chaos jika sistem pemilu berubah pdip sentil sby pemimpin jangan menakut nakuti rakyat"
"negative,bila pk jkw bnr tdk netral dlm pemilu lantas segala cara dilakukan andaikata pk jkw menyahi aturan kira rakyat akn mengadu kemana"
"negative,dicibir netizen gegara nyaleg di pemilu aldi taher cibiran itu adalah doa"
"negative,untuk apa ada pemilu kalau nanti hasilnya prabowo rasa jokowi kita ingin perubahan"
"negative,kalau ada yg nyinggung soal obor rakyat di pilpres dulu kasih bukti ini saja"
"negative,hasil sarasehan piala indonesia musim ini gak diadain krn pertimbangan pemilu jadwal liga pasti numpuk"
"negative,sistem pemilu dirubah dan kpk dikuasai indonesia balik ke zaman orde baru"
"negative,mahfud md sistem pemilu terbuka dan tertutup sama saja"
"negative,mk bantah kobocoran putusan terkait sistem pemilu dibahas saja belum"
"negative,anies slalu dipromosikan sbgai capres cerdas rekam jejak bergagasan berprogram tp surveinya slalu dibawah ada kepanikan dari partai pengusung lalu bikin narasi penjegalan pdahal klo partai koalisi kompak usung anies siapa yg bs j"
"negative,denny indrayana tuding mk putuskan pemilu tertutup cak imin kok bisa bocor ya"
"negative,orang sakit itu namanya mobilisasi politik bos yg namanya pejabat dan aparat pemerintah harusnya netral dalam pemilu apapun jabatannya yg ada di kekuasaan itu harus netral asn polisi tni bupati walikota sekalipun presiden ini nega"
"negative,caleg gagal tak bermutu sok menganalisa capres hahahhaha dirimu aja analisa kenapa jd caleg kok gagal n gak laku hahahhahahahah"
"negative,kawal pilpres dari segala macam bentuk kecurangan akibat cawe cawe"
"negative,justru nyang cawe ketakutan rahasianye kebongkar jdi cari capres nyang bisa lindungin die"
"negative,kalo ada partai yang nyalonin bapak ini jadi capres cawapres saya pilih"
"negative,mau pilpres keluar isu cina"
"negative,pertanyaannya"
"negative,gaji pns dinaikkan menjelang pilpres dikira pns hidupnya hanya tahun sekali subsidi rakyat juga cair tahun sekali"
"negative,bawa bawa mahfud denny indrayana bicara siapa sumber informasi mk soal isu sistem pemilu kredibel"
"negative,oni bukti tdk ada dukungan xr partai demokrat atau sby di pilpres"
"negative,preketek loe justru yg bkn pemilu jd ancur udah nggak jujur dan nggak adil conge"
"negative,kalau mau proporsional tertutup supaya sempurna seperti masa orba dan partai lebih berkuasa sekalian presiden di pilih mpr saja"
"negative,cawe cawe atau dalam kata lain intervensi pemilu coba kita sedikit dalami yang intervensi punya akses pada apbn selain"
"negative,harusnya sebagai pejabat negara apapun jabatannya harus netral dalam pemilu asn polisi tni menteri bupati dan lainnya"
"negative,supaya konten post tweet bau bau politik capres biar ga lewat tl gimana yah sumpah dah semalas itu dengan politik"
"negative,aku deklarasikan sblm pilpres anjing babi amien rais sdh mati tanpa kepala lihat sj biar sejarah mencatat anjing babi amien rais"
"negative,bakal cawe cawe di pemilu jokowi kurang belajar sistem pemerintahan yang baik"
"negative,terserah ente lah mari liat hasil pilpres mendatang"
"negative,kurang puas lo"
"negative,kira kira mengapa begitu yakin bahwa pemilu pasti curang menurutmu apa penyebabnya"
"negative,hanya yang takut beliau jadi capres dan buzzer aja yg sangat anti dengan pemerintahan beliau"
"negative,yang setuju pemilu sistem proporsional terbuka ayo merapat"
"negative,seorang presiden tdk berhak memaksakkan visi misinya keberlanjutan pembagunan kpd penggantinya nanti penilaain rakyat itu cukup dr janji kampanye seorang capres yg menang pemilu klaupun mau mengevaluasi itu jg ada pertimbanga"
"negative,soal gugatan pemilu tertutup bambang pacul kenapa tidak ikuti prosedur mk saja"
"negative,kawal pemilu polri tak toleransi penyebar hoax dan ujaran kebencian"
"negative,berarti dia tahu bahwa pemilu sebelumnya tidak jurdil"
"negative,lagi nunggu capres rasa pres dapat cawapres yg tak kunjung jelas"
"negative,betul survey abal yg diundang tv tiap pemilu orgnya itu juga jelas mereka cari yg bayarannya gede"
"negative,kamu saat reformasi udah lahir belum koq ga tahu kalo x pemilu awal reformasi jg tertutup paham tidak beda pemilihan terbuka dan tertutup itu"
"negative,ganjar yg minim prestasi aja jadi capres"
"negative,gerombolan ape sih serius amat ngurusin pemilu emangnya pada da"
"negative,tp yg ajukan ke mk bukan pdip btw tertutup itu bukan hanya orba saat x pemilu setelah reformasi jg tertutup terbuka tertutup itu ga ada hub nya dg otoriter tdk nya pemerintahan spt yg dinarasikan deni indrayana"
"negative,ntar klo namjoon jadi capres yoongi yg jdi wapres nya dah cocok mereka"
"negative,kok mpr diem aja yaa atau mpr nya budek atau buta panggil lah ini presiden anda anggota mpr itu wakil rakyat dan sekarang ada penyelenggara negara yg dgn terangan ngomong akan membuat pemilu tdk netral loh piye toh"
"negative,mendukung bukan berarti menuntun lihat bagaimana jokowi cawe sampai satu kapal bersama ganjar satu mobil lobi pimpinan parpol sangat tudak etis apa yg ditampilkan jokowi sby tidak pernah memunculkan sikap sangat suka atau sangat tdk suka ter"
"negative,dua orang pecandu b kep lagi reunian masbro"
"negative,tapi ada juga penggemar bokep yang diusung jadi capres"
"negative,ganjar cuma capres sosmed kerjanya cuma di media sosial"
"negative,paham klu lagi buat program propaganda berita capres"
"negative,tegas din syamsuddin saya tak rela kalau airlangga hartarto jadi cawapres"
"negative,wahai ketua partai jadilah kalian pahlawan rakyat dgn memakjulkan presiden yg tidak punya etika yg cawe dan tidak netral dlm pemilu"
"negative,wah gaes gimana jadinya nih klo dah kayak gini ganjar memang capres paling ideal untuk memimpin indonesia mendatang"
"negative,sistem coblos partai kata kahar juga akan merenggut hak konstitusional para bacaleg untuk dipilih wong tahapan pemilu sdh berjln apa bpip nih uodate soal berita apa ngak bolak balik di kritisin kok sampai skrang bpip ngak dibubarka"
"negative,punya presiden rasa sales ya gini"
"negative,pemilu ditunda tragedi akankah terjadi lagi"
"negative,kasian ini para ketua partai yg tersandera logikanya sdh tidak dipakai lagi ayo lobby ketua partai yg tersandera bilang kasusnya akan selesai jika partainya berani memakjulkan mukidi krn sdh cawe dan tidak netral dalam pemi"
"negative,kalau ada yg nyinggung soal obor rakyat di pilpres dulu kasih ini saja"
"negative,capres otak kosong ya jualannya kyk gini"
"negative,akibat besar pasak daripada tiang nya udah jalan thn belum cukup akhirnya cawe sana cawe sini"
"negative,ini logo pemilu yang kolom tanggalnya mirip logo day settingan pabrik wkwk"
"negative,sudah bukan hal yg baru dengan mengatas nama kan rakyat khawatir pemilu yang tidak jujur curang dan salah kan kpu"
"negative,benarkah pemilu tertutup lagi"
"negative,gibran senggol dong"
"negative,fix yang minta ikn ditunda bakal tidak akan dicoblos di pemilu nanti"
"negative,mungkin juga nya sdh kena cawe oleh orang yg koar ngaku ingin menciptakan pilpres jujur amp"
"negative,sekarang beda banyak penipu dan kecurangan"
"negative,klo aldi taher jadi capres w all in sekluarga pilih dia udah saatnya negara ini dipimpin orgil"
"negative,tambah parah ya ini negara sebelum terlalu jauh ayo lobby ketua partai yg tersandera bilang kasusnya akan selesai jika partainya berani memakjulkan mukidi krn sdh cawe dan tidak netral dalam pemilu"
"negative,apakah cawe selalu dikonotasikan berbuat curang"
"negative,lg jaman pilpres kack tackut"
"negative,pemilu kardus digembok sih iyaa"
"negative,capres botol bodoh amp"
"negative,sepertinya dikondisikan supaya ruwet masalah demi masalah baru muncul agar makin leluasa melemahkan indonesia di tahun panas menjelang pemilu ada maksud diam diam yg besar dibalik ini semua"
"negative,itulah kenapa bapaknya harus ikut cawe cawe di pilpres"
"negative,jaman pak harto kotak pemilu pake kayu jati loohh jadi waktu dan tempat dipersilahkan utk menghujat eeehh komen"
"negative,iwww sorry ya otak gw masih waras yakali gw dukung capres yang bangga nonton bokep maap deh gak dulu"
"negative,godain fans capres yg galak ahhhh"
"negative,rakyat lagi cape cape nya eh malah aldi taher maju ke pemilu"
"negative,lo ngerti gak perbedaan sistem pemilu dg masing pros n cons nya drun rejim doang begok lu"
"negative,mas maaf tp kalau niat kawal pemilu itu mmg u mengawal ya gak ada liburnya persiapan buat itu udh dari bbrp tahun yg ll liat aja yg udh fix nyalon mulai keliatan mentas udh dr thn yg lalu"
"negative,setuju pak ust dan kita tolak capres yg bukan pribumi"
"negative,erdogan"
"negative,dia adopsi sistemnya prabowo dlu kalo kalah langsung tuduh dicuramgi jadi mis ga jadi capres yg salah bukan dia tapi pemerintah yg menzolimi dia"
"negative,yayaya hanya segitu saja gini aja kl capres sy menang dan spt km blg sy otak cebong gk apa sy terima tp sy lbh pintar memilih capres dan artinya kamu yg merasa pintar sebetulnya otakmu cebong gk bs memilih capres siapa yg cebon"
"negative,tar kali bib kalo pemilu udah selesai kan yg sebelah pasti nyari suara dr kaum itu upss"
"negative,yg atu pengen cawapres tp dipending jd setengah hatilah"
"negative,lah emang anies doang yg jdi capres kok yg diserang dia mulu kayak ga ada bhan ngebuzzer aj"
"negative,itu namanya ngeles cawe ada pula bidangnya"
"negative,hak pilih rakyat"
"negative,nyinyir aja kayak junjungan luh sdh pasti aja jadi capres"
"negative,ini adalah langkah terakhir bagi rezim oligarki menjegal pak anies ikut dlm kontestasi pemilu"
"negative,perang bubat dpr ancam cabut wewenang amp"
"negative,klo pak ahok jd capres oke tp klo together impossible mending milih aldi taher mah netral wkwk"
"negative,keterlaluan sudah cawe cawe untuk pemilu bagi jokowi ya ngga etik lah apapun alasanya sudah banyak para tokoh pengamat dan para intlektual mengatakan itu tapi sepertinya menutup telinga dan malahan bersikap pandir"
"negative,ayo anies lobby ketua partai yg tersandera bilang kasusnya akan selesai jika partainya berani memakjulkan mukidi krn sdh cawe dan tidak netral dalam pemilu"
"negative,maklum sejak pak jokowi jadi capres telah lahir ajaran agama baru ahlul fitnah waljamaah biasanya akan hadir jelang pilpres"
"negative,pendukung anies itu kumpulan para munafik sby ketika masih presiden juga cawe cawe memberikan dukungan langsung pada probowo sebagai capres di pilpres bahkan sby mengharuskan partainya jadi mesin pemenangan prabowo yan"
"negative,ganjar memetik pelajaran dari biksu yang melakukanthudong"
"negative,kasihan capres otak kosong jokowi saja gak jelas apa yg mau diteruskan"
"negative,pak yth"
"negative,bongkar kecurangan pilpres"
"negative,dulu maruf amin nyunda ayeuna ganjar nyunda kabeh ngangadak nyunda ai pemilu mah"
"negative,untuk gk musim pemilu"
"negative,ow berarti pemilu tidak jujur ya karena presiden sby saat itu ikut cawe cawe dukung prabowo untung jokowi menang lalu kok skrng anies dan pendukungnya merapat ke sby katanya kgk jujur gitu deh orang munafik"
"negative,sekalian aja suruh tunjuk siapa yg jadi presiden gak usah ada pilpres hadeh"
"negative,netizen demi bangsa dan negara kami ndak milih capres pilihan anda"
"negative,apa poin bahasa anda cuman ngatain org yah"
"negative,andaikan saja presiden saat ini adalah pak anies maka pemilu nanti pastinya kita tidak perlu khawatir karena ada orang yang"
"negative,knp gantung di monas si au ikut kritik pak sby yg prediksi pemilu akan chaos jika system kepemimpinan rezim jokowi bo"
"negative,pemilu amp"
"negative,cawe cawe presiden jokowi yg dengan jelas menyatakan tidak netral pada pilpres dan siasat pk moeldoko yg diduga ad"
"negative,ini negara demokrasi atau otoriter kok presiden cawe cawe urusan pilpres mikirr apakah hutan kalimantan bisa dibandingkan dengan hijaunya monas mikirr bodoh silakan tapi sadar diri lah"
"negative,berharap penguasa gak netral trus berharap pemilu jujur dan adil logika apa pulak ini"
"negative,endingnya nanti setelah ketok palu kpu berani gak fight total miris waktu kejadian pemilu sebelumnya banyak yang jadi korban tetapi yg kita percaya tidak ada sepatah katapun apakah akan fight atau tidak dibiarkan ngambang s"
"negative,lembaga negara harus akuntabel sby minta mk jelaskan argumentasi mengubah sistem pemilu"
"negative,sebuah joke"
"negative,dulu bapak pernah bilang sama pak sby jangan ikut campur urusan capres tapi sekarang kenapa tidak kamu larang petugas partai itu jangan ingin menang sendiri donk yg fair tegur tu presiden"
"negative,makin kerasa kalau si rambut putih bakalan dilindungi hukum kalau dia melanggar aturan pemilu"
"negative,ada yg keluar keringat dingin ketakutan akan memenangkan pilpres sehingga ikut cawe cawe"
"negative,jika benar mk putuskan sistem pemilu diubah jadi tertutup hnw dari"
"negative,gugat agar pemilu dilakukan secara proporsional tertutup malu nggak ya dulu teriak reformasi teriak demomrasi"
"negative,sebagai presiden jokowi semestinya hanya memastikan pemilu berjalan dengan baik tanpa mempedulikan benefit atau defisit b"
"negative,soroti jokowi akan cawe cawe pilpres gus umar kekuasaan bikin orang lupa diri"
"negative,kalo pak dengan pak maju sebagai pasangan capres cawapres di gimana menurut anda"
"negative,ada kesalahan mendasar jokowi soal cawe cawe pada pilpres"
"negative,memang harus ada yang dikorbankan untuk supaya pemilu tidak kembali coblos partai"
"negative,menurut bagong ni"
"negative,flashback ke th yll kemudian th yll kejadian tragis apa saja yg berlaku pra maupun pasca pemilu"
"negative,mahfud md ungkap kecurangan pemilu sudah pasti ada ketua kpu maksudnya apa"
"negative,anies pemilu bukan soal meneruskan atau tidak tapi meluruskan tujuan"
"negative,ekontol sejak kapan ganjar kampanye capres yg teriak presiden kan anis ekontol lu ga bisa paham kalimat di ss ywit ganjar ya ntol"
"negative,yes sampe pemilu tahun depan"
"negative,dua kali pilpres dua kali pak prabowo kalah tapi gak ada kata biasa"
"negative,siapa kah peserta pemilu"
"negative,pilpres sehari gilanya setiap hari"
"negative,capres di ntt saja sudah tidak punya tempat bagus nya dia kumpul sesama jenis di hutan"
"negative,viral warga rebutan daging kerbau import ilegal dari india ditempat sampah"
"negative,ga usah dikasi tau orang yg benci itu biar dikasi sunami fakta juga ga bakal percaya pokoknya untuk saat sampai pilpres mendatang semua yg terburuk itu terjadi di jateng dan partai terburuk itu pasti pdi p"
"negative,sampai dsini hrsnya rakyat paham bhw jika penyelanggara pemilu sdh tdk adil maka jgn harap pemilu berlangsung jurdil"
"negative,woiii buzzerp cebi boxeper den boxep gak usah ngurusin pak anies nyapres itu bukan urusan lu buzzerp cebi boxeper den boxep lu urusin itu den boxep supaya den boxep untuk capres tidak revisi nenek m"
"negative,klo tak ambil ahy jadi cawapres bisa mengulang kegagalan prabowo saat pilpres klo mau menang wajib berpasangan dgn ahy"
"negative,yukkk namjoon bisa jadi capres aldi taher aja bisa nyaleg"
"negative,pa mahfud md bilang td kompas tv"
"negative,bahkan kader pdip yg juga anggota dewan tidak menyebut ganjar adalah capres potensial tetapi menyebut ketum dari"
"negative,peb saat pilpres nanti semua tidak menjabat"
"negative,pertanyaan kedua kpd mk benarkah uu sistem pemilu terbuka bertentangan dgn konstitusi sesuai konstitusi domain amp"
"negative,presiden kalo cawe cawe pemilu itu wajar yang tidak wajar tu demokrat pura pura lupa tapi nyinyir mulu yak"
"negative,nga ada sangkut pautnya dia mau dunkung siapa ke itu hak dia mau dia mantan apa nga ada hubungan nya ndegan capres terlalu panatik"
"negative,kita lihat saja nanti siapa capresnya yg menang kalau capres sy menang meski sy bodoh tapi sy pintar memilih dan artinya kamu yg merasa pintar dr sy tapi kamu bodoh dlm memilih capres"
"negative,pertanyaan pertama kpd mk apakah ada kegentingan amp"
"negative,knp gantung di monas si au ikut kritik pak sby yg prediksi pemilu akan chaos jika system kepemimpinan rezim jokowi boneka kedua berlanjut dgn pemaksaan kehendak wajar akan terjadi chaos rakyat sudah faham lho kondisi bangsa saat ini"
"negative,ini nyet kelakuan capres pilihan loe doyan kelapa tua"
"negative,dr udah kena rujak malah lanjut sampe udah kek pemilu aja anjeeng masa jabatannya tahun"
"negative,presiden makin parah cawe cawe pilpres"
"negative,dah kembalikan aja pemilu kayak era orde baru pilih partai dn prsiden dan wakil dipilih oleh dpr dan mpr klo begini gaduh mulu"
"negative,maksud nya pdip mau jegal prabowo jd capres"
"negative,bang jo menurut abang gimana dengan ganjar sebagai capres indonesia"
"negative,kalau di us political endorsement seperti ini sudah lumrah ada beberapa outgoing presiden yg secara terbuka mendeklarasikan dukungannya untuk capres tertentu tapi tidak berarti political endorsement itu bisa jadi jalan pintas bagi capres yg didukung"
"negative,berhentilah berilusi bahwa pemilu bisa menyelesaikan permasalahan bangsa dan menghancurkan oligarki karena selama masi"
"negative,ingfonya pak capres"
"negative,makanya jgn asal pilih dan pemilu juga jangan salah pilih cari calon yg punya misi tunjangan sebulan juta kk listrik gratis berobat ama sekolah dari pada di korupsi mending bagi buat rakyat kalau ngak ada yah paham lah"
"negative,dulu mk mengabulkan jr dari mengubah sistem pemilu dari tertutup jadi terbuka bisa"
"negative,sistem proporsional tertutup akan kacaukan tahapan pemilu jokowi harusnya bersikap"
"negative,klo melihat video protes penyelenggaraan pemilu memang perlu ada pengawas independen"
"negative,kamu disibukkan dengan berita berita perang berita berita pemilihan presiden sehingga kamu lupa membaca al qur an dan sholat berdzikir dan lain sebagainya suatu saat nanti kita pasti akan mati akan meninggalkan dunia ini"
"negative,ayah hanya akan capres"
"negative,another proxy bergantian dari sebelum pilpres yang lain hilang yang satu nongol tapi seben"
"negative,nyata jika sangat di harapkan oleh masyarakat untuk bisa menjadi cawapres di dalam polling yg di adak"
"negative,ane sungguh heran sama yg namanya mk urusan pemilu itu kan seharus nya sesuai pancasila kerakyatan yg dipimpin dengan hikmat kebijaksanaa dalam permusyawaratan perwakilan ya harus melibatkan dpr untuk memutuskan cara pemil"
"negative,cara kerja capres bahlul dgn gagasannya"
