"label,review"
"negative,sejak kemarin kami mendengar aspirasi dan kekhawatiran masyarakat terkait pemilu yang mungkin tidak netral dan fair"
"negative,bts hiatus takut bgt pas namjoon malah jadi capres"
"negative,demokrat bantah sby menakut nakuti rakyat justru sistem pemilu tertutup yang meneror"
"negative,dpr ancam cabut kewenangan dan utak atik anggaran mk jika mk tetap nekat ubah sistem pemilu"
"negative,trend turun jatim jateng jabar itu mengalami trend positif jdi tak ada yg istimewa jdi itu aku blng kalau modelan bgini mau jdi capres jualannya apa wong ridwan kamil khofifah g kalah cuma menang partai doang doa"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,kenapa pak jokowi ikut cawe cawe dalam pilpres"
"negative,ini org kok kebolak balik"
"negative,surya paloh diam diam bertemu ahy dan presiden pks di pulau seribu bahas cawapres anies"
"negative,merupakan open legal policy perludem sangat berbahaya ketika sistem pemilu diputuskan mk"
"negative,nih yang penasaran bagaimana awak tv dan radio kalau di balik layar ngomongin pemilu"
"negative,wah adek ipar galau"
"negative,apakah sebesar itu kekhawatiran masyarakat atas pemilu yang luber jurdil"
"negative,pres cawe iparnya mau pemilu tertutup ada apa ini"
"negative,narasi jahat pendukung anies selalu dituitkan untuk fitnah ganjar mengapa prabowo yg jg capres tdk prnh diserang mu"
"negative,harus solid jangan dengarkan ocehan kang gorengan"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,cabut kewenangan mk"
"negative,anggaran pemilu triliyun"
"negative,siapa yg tidak khawatir presiden sudah nyatakan ikut campur dukung mendukung satu capres sementara ada kekuasaan negara ditangannya"
"negative,seusai presiden cawe cawe di pilpres nasdem bahas kemungkinan abuse of power"
"negative,harus solid jangan dengarkan ocehan kang gorengan"
"negative,kalo bahasnya ttg kepuasan presiden atau lembaga lain iya saya akui masih ranah opini publik kalo capres sih gak cari crowd aja itu adapun kalo survey capres penggiringan opininya bukan ke rak"
"negative,harus solid jangan dengarkan ocehan kang gorengan"
"negative,buat apa bikin lapangan kerja gak guna mending cawe cawe capres ya kan pak"
"negative,baru kali ini menjelang pemilu sampai ada yang terangan berbuat jahat terhadap sesama anak bangsanya sendiri yang nyata ha"
"negative,jokowi harus mundur dari jabatan presiden kalau mau cawe cawe pilpres"
"negative,jokowi harus mundur dari jabatan presiden kalau mau cawe cawe pilpres"
"negative,lucu banget surveynya kok bisanya pas capres prabowo turun ada jg membesar dong harusnya dibanding capres"
"negative,cak imin jadi cawapres cuma mimpi yenny wahid gus dur aja ditinggal apalagi rakyat"
"negative,waktu pilpres dan para pendukung prabowo berlomba mencaci maki jokowi bahkan menyebarkan tabloid yang isinya"
"negative,harus tahu inilah nomor urut partai politik peserta pemilu tahun"
"negative,nih"
"negative,kenapa pak jokowi ikut cawe cawe dalam pilpres"
"negative,tahu ga sih partai politik peserta pemilu yang terkendala silon pada saat melakukan pengajuan daf"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,sejak kemarin kami mendengar aspirasi dan kekhawatiran masyarakat terkait pemilu yang mungkin tidak netral dan fair"
"negative,surya paloh diam diam bertemu ahy dan presiden pks di pulau seribu bahas cawapres anies"
"negative,kenapa pak jokowi ikut cawe cawe dalam pilpres"
"negative,bu khafifah tolak mentah utk jd cawapres nya anis"
"negative,denny indrayana jika ma menangkan pk moeldoko demokrat dibajak anies akan gagal maju capres"
"negative,makin rame seluruh rakyat mendengar berita ini"
"negative,jokowi akui tak akan netral di pilpres gus umar benar kata orang bijak kekuasaan bisa bikin orang lupa diri"
"negative,cabut kewenangan mk"
"negative,bpip bukan peserta pemilu diem aja"
"negative,pemilu"
"negative,waktu pilpres dan para pendukung prabowo berlomba mencaci maki jokowi bahkan menyebarkan tabloid yang isinya"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,harus solid jangan dengarkan ocehan kang gorengan"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,simak video ini pendukung capres bapak anies rasyid baswedan adalah orang orang bayaran dengarkan video ini sampai selesa"
"negative,secara terbuka presiden jokowi mengatakan akan tidak netral dan akan cawe cawe dalam pemilu mendatang"
"negative,secara terbuka presiden jokowi mengatakan akan tidak netral dan akan cawe cawe dalam pemilu mendatang"
"negative,seskab pramono anung cawe cawe presiden jokowi bukan untuk mempengaruhi hasil pemilu"
"negative,tidak tergantung capres gus"
"negative,dulu ada partai yang mengkritik pak sby agar netral di pilpres sekarang ada presiden yang terang terangan tidak netral da"
"negative,jokowi cawe cawe asn hingga tni polri berpotensi tidak netral di pemilu"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,capres lain sudah berpikir semoga bisa menang"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,kenapa pak jokowi ikut cawe cawe dalam pilpres"
"negative,idih serem kalo gini gak usah ngadain pemilu lg langsung dudukin aja pokok nya mau siapa pun hasil survei pak tetap dihati"
"negative,lucunya saat itu pks bener bener digoblok goblokin sama gerindra"
"negative,pks soal jokowi cawe cawe di pemilu presiden panik melihat popularitas anies"
"negative,pks soal jokowi cawe cawe di pemilu presiden panik melihat popularitas anies"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,apakah sebesar itu kekhawatiran masyarakat atas pemilu yang luber jurdil"
"negative,merupakan open legal policy perludem sangat berbahaya ketika sistem pemilu diputuskan mk"
"negative,di gedung dpr bhs sunda di permasalahkan waktu menjelang pemilu kampanye bhs sunda di pake"
"negative,jokowi harus mundur dari jabatan presiden kalau mau cawe cawe pilpres"
"negative,jokowi menilai capres yang tidak dia dukung boleh dijegal dengan alasan demi kepentingan negara"
"negative,kritik jokowi ingin cawe cawe urusan capres said didu matikan demokrasi"
"negative,lebih baik maju jadi pilgub dki dulu nt kl sdh mumpuni baru naik level karena semua ada tahapnya dari kecil bisa di percaya baru di ksh yg besar tapi ada capres yg dipercaya sejak menteri gubernur tapi gk bs jalankan dg baik"
"negative,dengan melihat hasil polling smrc ini mari kita coba polling capres pilihan anda di sini"
"negative,jika presidennya sudah cawe cawe dalam pemilu atau tidak netral maka seluruh asn berpotensi besar akan tidak netral bahka"
"negative,dpr ancam cabut kewenangan dan utak atik anggaran mk jika mk tetap nekat ubah sistem pemilu"
"negative,masalahnya kata jujur itu susah diterapkan dlm kehidupan pemilu"
"negative,woeyyyyy capres yang ada itu baru yang sudah memenuhi syarat"
"negative,jangan ada intervensi politik penjegalan pilpres apalagi copet partai"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,waktu pilpres dan para pendukung prabowo berlomba mencaci maki jokowi bahkan menyebarkan tabloid yang isinya"
"negative,mk lampaui kewenangan jika putuskan sistem pemilu tertutup"
"negative,isu pemilu balik ke sistem proporsional tertutup pks dulu mk yang putuskan pemilu coblos caleg"
"negative,kenginan kuatnya untuk ikut campur dalam proses pemilihan presiden berikutnya tentu sangat mengherankan"
"negative,bhs sunda di gedung yg katanya terhormat katanya di permasalahkan waktu pemilu kampanye pake bhs sunda"
"negative,apakah sebesar itu kekhawatiran masyarakat atas pemilu yang luber jurdil"
"negative,sejak kemarin kami mendengar aspirasi dan kekhawatiran masyarakat terkait pemilu yang mungkin tidak netral dan fair"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,sampai dsini hrsnya rakyat paham bhw jika penyelanggara pemilu sdh tdk adil maka jgn harap pemilu berla"
"negative,dpr ancam cabut kewenangan mk jika nekat ubah sistem pemilu"
"negative,ketika belum berkuasa"
"negative,doaku untuk negeriku semoga capres keturunan imigran yaman keok sebelum pilpres"
"negative,demokrat ke mk partai ingin pemilu terbuka ngapain dibuat tertutup"
"negative,cabut kewenangan mk"
"negative,sejak kemarin kami mendengar aspirasi dan kekhawatiran masyarakat terkait pemilu yang mungkin tidak netral dan fair"
"negative,cara cara terzolimi di pemilu mau digunakan di pemilu kalau dulu bisa digunakan untuk menutupi capres minim prestas"
"negative,pendukung anies tak percaya hasil survei apalagi jika berkaca dari pilpres turki yang menangkan erdogan"
"negative,bener belum tentu menang menang belum tentu bener pemilu"
"negative,pemilihan rw aja lebih berkualitas kotak suaranya terbuat dari kaleng pemilu masa pake kardus"
"negative,apa komentar mas bud tentang pemilu tertutup dan terbuka"
"negative,apakah sebesar itu kekhawatiran masyarakat atas pemilu yang luber jurdil"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,mk akan cari orang diduga bocorkan informasi putusan sistem pemilu warganet justru bahaya kalo gak bocor"
"negative,kalo yg disurpe beliau capres taat beragama tp ngaku suka porno layakkah kita puja puji"
"negative,jokowi menilai capres yang tidak dia dukung boleh dijegal dengan alasan demi kepentingan negara"
"negative,jokowi akui tak netral di pilpres"
"negative,pak prabowo aja ngga bilang akan ada kecurangan padahal beliau juga maju jadi capres"
"negative,dpr ancam cabut kewenangan dan utak atik anggaran mk jika mk tetap nekat ubah sistem pemilu"
"negative,pks soal jokowi cawe cawe di pemilu presiden panik melihat popularitas anies"
"negative,sebut bakal chaos jika sistem pemilu berubah pdip sentil sby pemimpin jangan menakut nakuti rakyat"
"negative,bila pk jkw bnr tdk netral dlm pemilu lantas segala cara dilakukan andaikata pk jkw menyahi aturan kira rakyat akn mengadu kemana"
"negative,dicibir netizen gegara nyaleg di pemilu aldi taher cibiran itu adalah doa"
"negative,jokowi harus mundur dari jabatan presiden kalau mau cawe cawe pilpres"
"negative,untuk apa ada pemilu kalau nanti hasilnya prabowo rasa jokowi kita ingin perubahan"
"negative,kalau ada yg nyinggung soal obor rakyat di pilpres dulu kasih bukti ini saja"
"negative,anies minta rakyat tak pilih capres ingkar janji loyalis ganjar justru dia sendiri yang tukang ngibul"
"negative,kalau terjadi pasang capres dan cawapres seperti dibawah maka anda akan pilih"
"negative,gaji pns naik jelang pilpres pengamat nilai langkah jokowi sangat kental bermuatan politik"
"negative,hasil sarasehan piala indonesia musim ini gak diadain krn pertimbangan pemilu jadwal liga pasti numpuk"
"negative,pks soal jokowi cawe cawe di pemilu presiden panik melihat popularitas anies"
"negative,sistem pemilu dirubah dan kpk dikuasai indonesia balik ke zaman orde baru"
"negative,mahfud md sistem pemilu terbuka dan tertutup sama saja"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,pks soal jokowi cawe cawe di pemilu presiden panik melihat popularitas anies"
"negative,mk bantah kobocoran putusan terkait sistem pemilu dibahas saja belum"
"negative,cabut kewenangan mk"
"negative,sejak kemarin kami mendengar aspirasi dan kekhawatiran masyarakat terkait pemilu yang mungkin tidak netral dan fair"
"negative,anies slalu dipromosikan sbgai capres cerdas rekam jejak bergagasan berprogram tp surveinya slalu dibawah ada kepanikan dari partai pengusung lalu bikin narasi penjegalan pdahal klo partai koalisi kompak usung anies siapa yg bs j"
"negative,denny indrayana tuding mk putuskan pemilu tertutup cak imin kok bisa bocor ya"
"negative,kenapa pak jokowi ikut cawe cawe dalam pilpres"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,orang sakit itu namanya mobilisasi politik bos yg namanya pejabat dan aparat pemerintah harusnya netral dalam pemilu apapun jabatannya yg ada di kekuasaan itu harus netral asn polisi tni bupati walikota sekalipun presiden ini nega"
"negative,jokowi harus mundur dari jabatan presiden kalau mau cawe cawe pilpres"
"negative,caleg gagal tak bermutu sok menganalisa capres hahahhaha dirimu aja analisa kenapa jd caleg kok gagal n gak laku hahahhahahahah"
"negative,kawal pilpres dari segala macam bentuk kecurangan akibat cawe cawe"
"negative,bts hiatus takut bgt pas namjoon malah jadi capres"
"negative,justru nyang cawe ketakutan rahasianye kebongkar jdi cari capres nyang bisa lindungin die"
"negative,banyak yg berkomentar tentang presiden cawe cawe pilpres"
"negative,kalo ada partai yang nyalonin bapak ini jadi capres cawapres saya pilih"
"negative,pemilu"
"negative,cabut kewenangan mk"
"negative,mau pilpres keluar isu cina"
"negative,apakah sebesar itu kekhawatiran masyarakat atas pemilu yang luber jurdil"
"negative,pertanyaannya"
"negative,gaji pns dinaikkan menjelang pilpres dikira pns hidupnya hanya tahun sekali subsidi rakyat juga cair tahun sekali"
"negative,bawa bawa mahfud denny indrayana bicara siapa sumber informasi mk soal isu sistem pemilu kredibel"
"negative,oni bukti tdk ada dukungan xr partai demokrat atau sby di pilpres"
"negative,preketek loe justru yg bkn pemilu jd ancur udah nggak jujur dan nggak adil conge"
"negative,kenapa pak jokowi ikut cawe cawe dalam pilpres"
"negative,kalau mau proporsional tertutup supaya sempurna seperti masa orba dan partai lebih berkuasa sekalian presiden di pilih mpr saja"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,dpr ancam cabut kewenangan mk jika nekat ubah sistem pemilu"
"negative,harus solid jangan dengarkan ocehan kang gorengan"
"negative,gaji pns naik jelang pilpres pengamat nilai langkah jokowi sangat kental bermuatan politik"
"negative,cawe cawe atau dalam kata lain intervensi pemilu coba kita sedikit dalami yang intervensi punya akses pada apbn selain"
"negative,harus solid jangan dengarkan ocehan kang gorengan"
"negative,harusnya sebagai pejabat negara apapun jabatannya harus netral dalam pemilu asn polisi tni menteri bupati dan lainnya"
"negative,mk bantah kobocoran putusan terkait sistem pemilu dibahas saja belum"
"negative,supaya konten post tweet bau bau politik capres biar ga lewat tl gimana yah sumpah dah semalas itu dengan politik"
"negative,pemilihan rw aja lebih berkualitas kotak suaranya terbuat dari kaleng pemilu masa pake kardus"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,cawe cawe urusan pilpres pengamat jokowi kurang memahami sistem pemerintahan"
"negative,aku deklarasikan sblm pilpres anjing babi amien rais sdh mati tanpa kepala lihat sj biar sejarah mencatat anjing babi amien rais"
"negative,jika presidennya sudah cawe cawe dalam pemilu atau tidak netral maka seluruh asn berpotensi besar akan tidak netral bahka"
"negative,jika presidennya sudah cawe cawe dalam pemilu atau tidak netral maka seluruh asn berpotensi besar akan tidak netral bahka"
"negative,dpr ancam cabut kewenangan mk jika nekat ubah sistem pemilu"
"negative,bakal cawe cawe di pemilu jokowi kurang belajar sistem pemerintahan yang baik"
"negative,sejak kemarin kami mendengar aspirasi dan kekhawatiran masyarakat terkait pemilu yang mungkin tidak netral dan fair"
"negative,pemilu"
"negative,terserah ente lah mari liat hasil pilpres mendatang"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,dpr ancam cabut kewenangan dan utak atik anggaran mk jika mk tetap nekat ubah sistem pemilu"
"negative,kenapa pak jokowi ikut cawe cawe dalam pilpres"
"negative,alur cerita penundaan pemilu semakin terang"
"negative,pecat jokowi saja dia bikin pusing senegara"
"negative,harus solid jangan dengarkan ocehan kang gorengan"
"negative,jangan ada intervensi politik penjegalan pilpres apalagi copet partai"
"negative,pernyataan presiden jokowi bahwa dia tidak akan netral dalam pemilu sungguh berbahaya"
"negative,kurang puas lo"
"negative,harus solid jangan dengarkan ocehan kang gorengan"
"negative,kira kira mengapa begitu yakin bahwa pemilu pasti curang menurutmu apa penyebabnya"
"negative,hanya yang takut beliau jadi capres dan buzzer aja yg sangat anti dengan pemerintahan beliau"
"negative,yang setuju pemilu sistem proporsional terbuka ayo merapat"
"negative,seorang presiden tdk berhak memaksakkan visi misinya keberlanjutan pembagunan kpd penggantinya nanti penilaain rakyat itu cukup dr janji kampanye seorang capres yg menang pemilu klaupun mau mengevaluasi itu jg ada pertimbanga"
"negative,jokowi menilai capres yang tidak dia dukung boleh dijegal dengan alasan demi kepentingan negara"
"negative,dulu ada partai yang mengkritik pak sby agar netral di pilpres sekarang ada presiden yang terang terangan tidak netral da"
"negative,cawe cawe atau dalam kata lain intervensi pemilu coba kita sedikit dalami yang intervensi punya akses pada apbn selain"
"negative,soal gugatan pemilu tertutup bambang pacul kenapa tidak ikuti prosedur mk saja"
"negative,kawal pemilu polri tak toleransi penyebar hoax dan ujaran kebencian"
"negative,pemilu"
"negative,berarti dia tahu bahwa pemilu sebelumnya tidak jurdil"
"negative,lagi nunggu capres rasa pres dapat cawapres yg tak kunjung jelas"
"negative,betul survey abal yg diundang tv tiap pemilu orgnya itu juga jelas mereka cari yg bayarannya gede"
"negative,sejak kemarin kami mendengar aspirasi dan kekhawatiran masyarakat terkait pemilu yang mungkin tidak netral dan fair"
"negative,kalau ada yg nyinggung soal obor rakyat di pilpres dulu kasih bukti ini saja"
"negative,kamu saat reformasi udah lahir belum koq ga tahu kalo x pemilu awal reformasi jg tertutup paham tidak beda pemilihan terbuka dan tertutup itu"
"negative,pecat jokowi saja dia bikin pusing senegara"
"negative,ganjar yg minim prestasi aja jadi capres"
"negative,secara terbuka presiden jokowi mengatakan akan tidak netral dan akan cawe cawe dalam pemilu mendatang"
"negative,gerombolan ape sih serius amat ngurusin pemilu emangnya pada da"
"negative,secara terbuka presiden jokowi mengatakan akan tidak netral dan akan cawe cawe dalam pemilu mendatang"
"negative,tp yg ajukan ke mk bukan pdip btw tertutup itu bukan hanya orba saat x pemilu setelah reformasi jg tertutup terbuka tertutup itu ga ada hub nya dg otoriter tdk nya pemerintahan spt yg dinarasikan deni indrayana"
"negative,nih"
"negative,ntar klo namjoon jadi capres yoongi yg jdi wapres nya dah cocok mereka"
